Entity,Code,Year,Life expectancy - Sex: all - Age: 0 - Variant: medium
Poland,POL,2065,84.982
Poland,POL,2066,85.101
Poland,POL,2067,85.223
Poland,POL,2068,85.349
Poland,POL,2069,85.471
Poland,POL,2070,85.586
Poland,POL,2071,85.714
Poland,POL,2072,85.837
Poland,POL,2073,85.96
Poland,POL,2074,86.088
Poland,POL,2075,86.218
Poland,POL,2076,86.335
Poland,POL,2077,86.457
Poland,POL,2078,86.579
Poland,POL,2079,86.691
Poland,POL,2080,86.805
Poland,POL,2081,86.928
Poland,POL,2082,87.038
Poland,POL,2083,87.151
Poland,POL,2084,87.261
Poland,POL,2085,87.368
Poland,POL,2086,87.474
Poland,POL,2087,87.582
Poland,POL,2088,87.687
Poland,POL,2089,87.81
Poland,POL,2090,87.916
Poland,POL,2091,88.023
Poland,POL,2092,88.129
Poland,POL,2093,88.245
Poland,POL,2094,88.355
Poland,POL,2095,88.47
Poland,POL,2096,88.574
Poland,POL,2097,88.677
Poland,POL,2098,88.784
Poland,POL,2099,88.889
Poland,POL,2100,89.002
Portugal,PRT,2024,82.55
Portugal,PRT,2025,82.716
Portugal,PRT,2026,82.893
Portugal,PRT,2027,83.064
Portugal,PRT,2028,83.219
Portugal,PRT,2029,83.369
Portugal,PRT,2030,83.53
Portugal,PRT,2031,83.68
Portugal,PRT,2032,83.827
Portugal,PRT,2033,83.967
Portugal,PRT,2034,84.101
Portugal,PRT,2035,84.242
Portugal,PRT,2036,84.382
Portugal,PRT,2037,84.52
Portugal,PRT,2038,84.647
Portugal,PRT,2039,84.772
Portugal,PRT,2040,84.917
Portugal,PRT,2041,85.05
Portugal,PRT,2042,85.168
Portugal,PRT,2043,85.311
Portugal,PRT,2044,85.43
Portugal,PRT,2045,85.572
Portugal,PRT,2046,85.689
Portugal,PRT,2047,85.807
Portugal,PRT,2048,85.931
Portugal,PRT,2049,86.054
Portugal,PRT,2050,86.181
Portugal,PRT,2051,86.305
Portugal,PRT,2052,86.413
Portugal,PRT,2053,86.536
Portugal,PRT,2054,86.651
Portugal,PRT,2055,86.776
Portugal,PRT,2056,86.891
Portugal,PRT,2057,87.006
Portugal,PRT,2058,87.12
Portugal,PRT,2059,87.244
Portugal,PRT,2060,87.351
Portugal,PRT,2061,87.474
Portugal,PRT,2062,87.588
Portugal,PRT,2063,87.71
Portugal,PRT,2064,87.823
Portugal,PRT,2065,87.944
Portugal,PRT,2066,88.057
Portugal,PRT,2067,88.168
Portugal,PRT,2068,88.288
Portugal,PRT,2069,88.392
Portugal,PRT,2070,88.511
Portugal,PRT,2071,88.614
Portugal,PRT,2072,88.739
Portugal,PRT,2073,88.857
Portugal,PRT,2074,88.959
Portugal,PRT,2075,89.076
Portugal,PRT,2076,89.191
Portugal,PRT,2077,89.307
Portugal,PRT,2078,89.423
Portugal,PRT,2079,89.539
Portugal,PRT,2080,89.652
Portugal,PRT,2081,89.766
Portugal,PRT,2082,89.871
Portugal,PRT,2083,89.983
Portugal,PRT,2084,90.081
Portugal,PRT,2085,90.193
Portugal,PRT,2086,90.313
Portugal,PRT,2087,90.423
Portugal,PRT,2088,90.532
Portugal,PRT,2089,90.641
Portugal,PRT,2090,90.75
Portugal,PRT,2091,90.858
Portugal,PRT,2092,90.974
Portugal,PRT,2093,91.087
Portugal,PRT,2094,91.18
Portugal,PRT,2095,91.307
Portugal,PRT,2096,91.419
Portugal,PRT,2097,91.53
Portugal,PRT,2098,91.653
Portugal,PRT,2099,91.756
Portugal,PRT,2100,91.87
Puerto Rico,PRI,2024,81.902
Puerto Rico,PRI,2025,82.084
Puerto Rico,PRI,2026,82.265
Puerto Rico,PRI,2027,82.43
Puerto Rico,PRI,2028,82.587
Puerto Rico,PRI,2029,82.742
Puerto Rico,PRI,2030,82.9
Puerto Rico,PRI,2031,83.06
Puerto Rico,PRI,2032,83.204
Puerto Rico,PRI,2033,83.35
Puerto Rico,PRI,2034,83.493
Puerto Rico,PRI,2035,83.63
Puerto Rico,PRI,2036,83.769
Puerto Rico,PRI,2037,83.903
Puerto Rico,PRI,2038,84.041
Puerto Rico,PRI,2039,84.17
Puerto Rico,PRI,2040,84.304
Puerto Rico,PRI,2041,84.435
Puerto Rico,PRI,2042,84.555
Puerto Rico,PRI,2043,84.687
Puerto Rico,PRI,2044,84.814
Puerto Rico,PRI,2045,84.939
Puerto Rico,PRI,2046,85.06
Puerto Rico,PRI,2047,85.185
Puerto Rico,PRI,2048,85.309
Puerto Rico,PRI,2049,85.429
Puerto Rico,PRI,2050,85.545
Puerto Rico,PRI,2051,85.661
Puerto Rico,PRI,2052,85.782
Puerto Rico,PRI,2053,85.896
Puerto Rico,PRI,2054,86.004
Puerto Rico,PRI,2055,86.122
Puerto Rico,PRI,2056,86.24
Puerto Rico,PRI,2057,86.356
Puerto Rico,PRI,2058,86.469
Puerto Rico,PRI,2059,86.584
Puerto Rico,PRI,2060,86.686
Puerto Rico,PRI,2061,86.805
Puerto Rico,PRI,2062,86.916
Puerto Rico,PRI,2063,87.035
Puerto Rico,PRI,2064,87.15
Puerto Rico,PRI,2065,87.259
Puerto Rico,PRI,2066,87.38
Puerto Rico,PRI,2067,87.494
Puerto Rico,PRI,2068,87.606
Puerto Rico,PRI,2069,87.718
Puerto Rico,PRI,2070,87.824
Puerto Rico,PRI,2071,87.939
Puerto Rico,PRI,2072,88.045
Puerto Rico,PRI,2073,88.156
Puerto Rico,PRI,2074,88.266
Puerto Rico,PRI,2075,88.388
Puerto Rico,PRI,2076,88.497
Puerto Rico,PRI,2077,88.6
Puerto Rico,PRI,2078,88.704
Puerto Rico,PRI,2079,88.816
Puerto Rico,PRI,2080,88.916
Puerto Rico,PRI,2081,89.03
Puerto Rico,PRI,2082,89.139
Puerto Rico,PRI,2083,89.248
Puerto Rico,PRI,2084,89.356
Puerto Rico,PRI,2085,89.456
Puerto Rico,PRI,2086,89.569
Puerto Rico,PRI,2087,89.671
Puerto Rico,PRI,2088,89.777
Puerto Rico,PRI,2089,89.881
Puerto Rico,PRI,2090,89.99
Puerto Rico,PRI,2091,90.097
Puerto Rico,PRI,2092,90.197
Puerto Rico,PRI,2093,90.313
Puerto Rico,PRI,2094,90.412
Puerto Rico,PRI,2095,90.516
Puerto Rico,PRI,2096,90.622
Puerto Rico,PRI,2097,90.728
Puerto Rico,PRI,2098,90.837
Puerto Rico,PRI,2099,90.939
Puerto Rico,PRI,2100,91.04
Qatar,QAT,2024,82.522
Qatar,QAT,2025,82.68
Qatar,QAT,2026,82.827
Qatar,QAT,2027,82.992
Qatar,QAT,2028,83.139
Qatar,QAT,2029,83.291
Qatar,QAT,2030,83.436
Qatar,QAT,2031,83.585
Qatar,QAT,2032,83.736
Qatar,QAT,2033,83.882
Qatar,QAT,2034,84.019
Qatar,QAT,2035,84.154
Qatar,QAT,2036,84.291
Qatar,QAT,2037,84.429
Qatar,QAT,2038,84.567
Qatar,QAT,2039,84.696
Qatar,QAT,2040,84.834
Qatar,QAT,2041,84.967
Qatar,QAT,2042,85.091
Qatar,QAT,2043,85.21
Qatar,QAT,2044,85.326
Qatar,QAT,2045,85.436
Qatar,QAT,2046,85.548
Qatar,QAT,2047,85.65
Qatar,QAT,2048,85.757
Qatar,QAT,2049,85.845
Qatar,QAT,2050,85.943
Qatar,QAT,2051,86.04
Qatar,QAT,2052,86.135
Qatar,QAT,2053,86.232
Qatar,QAT,2054,86.325
Qatar,QAT,2055,86.42
Qatar,QAT,2056,86.519
Qatar,QAT,2057,86.622
Qatar,QAT,2058,86.711
Qatar,QAT,2059,86.809
Qatar,QAT,2060,86.896
Qatar,QAT,2061,86.984
Qatar,QAT,2062,87.068
Qatar,QAT,2063,87.156
Qatar,QAT,2064,87.24
Qatar,QAT,2065,87.319
Qatar,QAT,2066,87.407
Qatar,QAT,2067,87.487
Qatar,QAT,2068,87.563
Qatar,QAT,2069,87.648
Qatar,QAT,2070,87.744
Qatar,QAT,2071,87.838
Qatar,QAT,2072,87.937
Qatar,QAT,2073,88.044
Qatar,QAT,2074,88.149
Qatar,QAT,2075,88.252
Qatar,QAT,2076,88.355
Qatar,QAT,2077,88.466
Qatar,QAT,2078,88.58
Qatar,QAT,2079,88.678
Qatar,QAT,2080,88.777
Qatar,QAT,2081,88.883
Qatar,QAT,2082,88.982
Qatar,QAT,2083,89.088
Qatar,QAT,2084,89.197
Qatar,QAT,2085,89.307
Qatar,QAT,2086,89.408
Qatar,QAT,2087,89.531
Qatar,QAT,2088,89.65
Qatar,QAT,2089,89.763
Qatar,QAT,2090,89.873
Qatar,QAT,2091,89.982
Qatar,QAT,2092,90.081
Qatar,QAT,2093,90.185
Qatar,QAT,2094,90.289
Qatar,QAT,2095,90.394
Qatar,QAT,2096,90.489
Qatar,QAT,2097,90.586
Qatar,QAT,2098,90.683
Qatar,QAT,2099,90.785
Qatar,QAT,2100,90.884
Reunion,REU,2024,83.671
Reunion,REU,2025,83.804
Reunion,REU,2026,83.921
Reunion,REU,2027,84.05
Reunion,REU,2028,84.165
Reunion,REU,2029,84.285
Reunion,REU,2030,84.413
Reunion,REU,2031,84.53
Reunion,REU,2032,84.647
Reunion,REU,2033,84.768
Reunion,REU,2034,84.89
Reunion,REU,2035,85.006
Reunion,REU,2036,85.125
Reunion,REU,2037,85.247
Reunion,REU,2038,85.369
Reunion,REU,2039,85.489
Reunion,REU,2040,85.617
Reunion,REU,2041,85.737
Reunion,REU,2042,85.845
Reunion,REU,2043,85.965
Reunion,REU,2044,86.088
Reunion,REU,2045,86.213
Reunion,REU,2046,86.326
Reunion,REU,2047,86.448
Reunion,REU,2048,86.569
Reunion,REU,2049,86.681
Reunion,REU,2050,86.799
Reunion,REU,2051,86.913
Reunion,REU,2052,87.025
Reunion,REU,2053,87.134
Reunion,REU,2054,87.244
Reunion,REU,2055,87.35
Reunion,REU,2056,87.469
Reunion,REU,2057,87.577
Reunion,REU,2058,87.686
Reunion,REU,2059,87.794
Reunion,REU,2060,87.903
Reunion,REU,2061,88.011
Reunion,REU,2062,88.129
Reunion,REU,2063,88.245
Reunion,REU,2064,88.351
Reunion,REU,2065,88.454
Reunion,REU,2066,88.561
Reunion,REU,2067,88.676
Reunion,REU,2068,88.787
Reunion,REU,2069,88.882
Reunion,REU,2070,88.989
Reunion,REU,2071,89.093
Reunion,REU,2072,89.198
Reunion,REU,2073,89.309
Reunion,REU,2074,89.404
Reunion,REU,2075,89.51
Reunion,REU,2076,89.619
Reunion,REU,2077,89.719
Reunion,REU,2078,89.821
Reunion,REU,2079,89.922
Reunion,REU,2080,90.028
Reunion,REU,2081,90.139
Reunion,REU,2082,90.245
Reunion,REU,2083,90.349
Reunion,REU,2084,90.447
Reunion,REU,2085,90.545
Reunion,REU,2086,90.64
Reunion,REU,2087,90.742
Reunion,REU,2088,90.838
Reunion,REU,2089,90.932
Reunion,REU,2090,91.039
Reunion,REU,2091,91.126
Reunion,REU,2092,91.218
Reunion,REU,2093,91.314
Reunion,REU,2094,91.413
Reunion,REU,2095,91.522
Reunion,REU,2096,91.623
Reunion,REU,2097,91.717
Reunion,REU,2098,91.815
Reunion,REU,2099,91.925
Reunion,REU,2100,92.028
Romania,ROU,2024,76.093
Romania,ROU,2025,76.245
Romania,ROU,2026,76.397
Romania,ROU,2027,76.547
Romania,ROU,2028,76.701
Romania,ROU,2029,76.855
Romania,ROU,2030,77.012
Romania,ROU,2031,77.166
Romania,ROU,2032,77.322
Romania,ROU,2033,77.473
Romania,ROU,2034,77.617
Romania,ROU,2035,77.778
Romania,ROU,2036,77.929
Romania,ROU,2037,78.08
Romania,ROU,2038,78.24
Romania,ROU,2039,78.388
Romania,ROU,2040,78.545
Romania,ROU,2041,78.699
Romania,ROU,2042,78.854
Romania,ROU,2043,79.011
Romania,ROU,2044,79.164
Romania,ROU,2045,79.324
Romania,ROU,2046,79.473
Romania,ROU,2047,79.635
Romania,ROU,2048,79.789
Romania,ROU,2049,79.94
Romania,ROU,2050,80.09
Romania,ROU,2051,80.244
Romania,ROU,2052,80.396
Romania,ROU,2053,80.559
Romania,ROU,2054,80.712
Romania,ROU,2055,80.868
Romania,ROU,2056,81.019
Romania,ROU,2057,81.161
Romania,ROU,2058,81.315
Romania,ROU,2059,81.464
Romania,ROU,2060,81.615
Romania,ROU,2061,81.756
Romania,ROU,2062,81.907
Romania,ROU,2063,82.055
Romania,ROU,2064,82.203
Romania,ROU,2065,82.348
Romania,ROU,2066,82.494
Romania,ROU,2067,82.639
Romania,ROU,2068,82.772
Romania,ROU,2069,82.923
Romania,ROU,2070,83.072
Romania,ROU,2071,83.208
Romania,ROU,2072,83.343
Romania,ROU,2073,83.475
Romania,ROU,2074,83.617
Romania,ROU,2075,83.751
Romania,ROU,2076,83.888
Romania,ROU,2077,84.026
Romania,ROU,2078,84.151
Romania,ROU,2079,84.285
Romania,ROU,2080,84.415
Romania,ROU,2081,84.554
Romania,ROU,2082,84.68
Romania,ROU,2083,84.804
Romania,ROU,2084,84.927
Romania,ROU,2085,85.055
Romania,ROU,2086,85.181
Romania,ROU,2087,85.313
Romania,ROU,2088,85.443
Romania,ROU,2089,85.574
Romania,ROU,2090,85.696
Romania,ROU,2091,85.83
Romania,ROU,2092,85.946
Romania,ROU,2093,86.07
Romania,ROU,2094,86.198
Romania,ROU,2095,86.313
Romania,ROU,2096,86.438
Romania,ROU,2097,86.566
Romania,ROU,2098,86.684
Romania,ROU,2099,86.801
Romania,ROU,2100,86.924
Russia,RUS,2024,73.343
Russia,RUS,2025,73.522
Russia,RUS,2026,73.702
Russia,RUS,2027,73.886
Russia,RUS,2028,74.057
Russia,RUS,2029,74.234
Russia,RUS,2030,74.428
Russia,RUS,2031,74.6
Russia,RUS,2032,74.773
Russia,RUS,2033,74.956
Russia,RUS,2034,75.138
Russia,RUS,2035,75.319
Russia,RUS,2036,75.509
Russia,RUS,2037,75.684
Russia,RUS,2038,75.864
Russia,RUS,2039,76.035
Russia,RUS,2040,76.211
Russia,RUS,2041,76.392
Russia,RUS,2042,76.567
Russia,RUS,2043,76.745
Russia,RUS,2044,76.923
Russia,RUS,2045,77.102
Russia,RUS,2046,77.269
Russia,RUS,2047,77.427
Russia,RUS,2048,77.602
Russia,RUS,2049,77.768
Russia,RUS,2050,77.928
Russia,RUS,2051,78.095
Russia,RUS,2052,78.265
Russia,RUS,2053,78.433
Russia,RUS,2054,78.593
Russia,RUS,2055,78.761
Russia,RUS,2056,78.918
Russia,RUS,2057,79.075
Russia,RUS,2058,79.236
Russia,RUS,2059,79.393
Russia,RUS,2060,79.555
Russia,RUS,2061,79.709
Russia,RUS,2062,79.862
Russia,RUS,2063,80.017
Russia,RUS,2064,80.171
Russia,RUS,2065,80.332
Russia,RUS,2066,80.476
Russia,RUS,2067,80.623
Russia,RUS,2068,80.773
Russia,RUS,2069,80.921
Russia,RUS,2070,81.062
Russia,RUS,2071,81.205
Russia,RUS,2072,81.345
Russia,RUS,2073,81.485
Russia,RUS,2074,81.621
Russia,RUS,2075,81.759
Russia,RUS,2076,81.903
Russia,RUS,2077,82.04
Russia,RUS,2078,82.173
Russia,RUS,2079,82.306
Russia,RUS,2080,82.442
Russia,RUS,2081,82.569
Russia,RUS,2082,82.701
Russia,RUS,2083,82.831
Russia,RUS,2084,82.965
Russia,RUS,2085,83.097
Russia,RUS,2086,83.229
Russia,RUS,2087,83.364
Russia,RUS,2088,83.501
Russia,RUS,2089,83.63
Russia,RUS,2090,83.755
Russia,RUS,2091,83.88
Russia,RUS,2092,84.011
Russia,RUS,2093,84.133
Russia,RUS,2094,84.249
Russia,RUS,2095,84.365
Russia,RUS,2096,84.486
Russia,RUS,2097,84.607
Russia,RUS,2098,84.731
Russia,RUS,2099,84.851
Russia,RUS,2100,84.979
Rwanda,RWA,2024,68.017
Rwanda,RWA,2025,68.242
Rwanda,RWA,2026,68.465
Rwanda,RWA,2027,68.677
Rwanda,RWA,2028,68.882
Rwanda,RWA,2029,69.085
Rwanda,RWA,2030,69.294
Rwanda,RWA,2031,69.487
Rwanda,RWA,2032,69.692
Rwanda,RWA,2033,69.879
Rwanda,RWA,2034,70.073
Rwanda,RWA,2035,70.249
Rwanda,RWA,2036,70.432
Rwanda,RWA,2037,70.608
Rwanda,RWA,2038,70.793
Rwanda,RWA,2039,70.971
Rwanda,RWA,2040,71.134
Rwanda,RWA,2041,71.323
Rwanda,RWA,2042,71.497
Rwanda,RWA,2043,71.668
Rwanda,RWA,2044,71.832
Rwanda,RWA,2045,72.008
Rwanda,RWA,2046,72.171
Rwanda,RWA,2047,72.333
Rwanda,RWA,2048,72.488
Rwanda,RWA,2049,72.657
Rwanda,RWA,2050,72.814
Rwanda,RWA,2051,72.979
Rwanda,RWA,2052,73.14
Rwanda,RWA,2053,73.302
Rwanda,RWA,2054,73.458
Rwanda,RWA,2055,73.614
Rwanda,RWA,2056,73.77
Rwanda,RWA,2057,73.937
Rwanda,RWA,2058,74.089
Rwanda,RWA,2059,74.248
Rwanda,RWA,2060,74.406
Rwanda,RWA,2061,74.561
Rwanda,RWA,2062,74.714
Rwanda,RWA,2063,74.863
Rwanda,RWA,2064,75.014
Rwanda,RWA,2065,75.156
Rwanda,RWA,2066,75.314
Rwanda,RWA,2067,75.464
Rwanda,RWA,2068,75.624
Rwanda,RWA,2069,75.774
Rwanda,RWA,2070,75.918
Rwanda,RWA,2071,76.07
Rwanda,RWA,2072,76.217
Rwanda,RWA,2073,76.361
Rwanda,RWA,2074,76.513
Rwanda,RWA,2075,76.666
Rwanda,RWA,2076,76.816
Rwanda,RWA,2077,76.956
Rwanda,RWA,2078,77.095
Rwanda,RWA,2079,77.251
Rwanda,RWA,2080,77.393
Rwanda,RWA,2081,77.54
Rwanda,RWA,2082,77.686
Rwanda,RWA,2083,77.832
Rwanda,RWA,2084,77.984
Rwanda,RWA,2085,78.132
Rwanda,RWA,2086,78.273
Rwanda,RWA,2087,78.414
Rwanda,RWA,2088,78.558
Rwanda,RWA,2089,78.7
Rwanda,RWA,2090,78.853
Rwanda,RWA,2091,78.999
Rwanda,RWA,2092,79.145
Rwanda,RWA,2093,79.289
Rwanda,RWA,2094,79.433
Rwanda,RWA,2095,79.576
Rwanda,RWA,2096,79.705
Rwanda,RWA,2097,79.851
Rwanda,RWA,2098,79.987
Rwanda,RWA,2099,80.126
Rwanda,RWA,2100,80.267
Saint Barthelemy,BLM,2024,84.4
Saint Barthelemy,BLM,2025,84.515
Saint Barthelemy,BLM,2026,84.629
Saint Barthelemy,BLM,2027,84.737
Saint Barthelemy,BLM,2028,84.855
Saint Barthelemy,BLM,2029,84.967
Saint Barthelemy,BLM,2030,85.085
Saint Barthelemy,BLM,2031,85.191
Saint Barthelemy,BLM,2032,85.296
Saint Barthelemy,BLM,2033,85.398
Saint Barthelemy,BLM,2034,85.507
Saint Barthelemy,BLM,2035,85.623
Saint Barthelemy,BLM,2036,85.736
Saint Barthelemy,BLM,2037,85.845
Saint Barthelemy,BLM,2038,85.963
Saint Barthelemy,BLM,2039,86.071
Saint Barthelemy,BLM,2040,86.179
Saint Barthelemy,BLM,2041,86.293
Saint Barthelemy,BLM,2042,86.397
Saint Barthelemy,BLM,2043,86.511
Saint Barthelemy,BLM,2044,86.626
Saint Barthelemy,BLM,2045,86.735
Saint Barthelemy,BLM,2046,86.849
Saint Barthelemy,BLM,2047,86.963
Saint Barthelemy,BLM,2048,87.071
Saint Barthelemy,BLM,2049,87.184
Saint Barthelemy,BLM,2050,87.285
Saint Barthelemy,BLM,2051,87.396
Saint Barthelemy,BLM,2052,87.505
Saint Barthelemy,BLM,2053,87.609
Saint Barthelemy,BLM,2054,87.711
Saint Barthelemy,BLM,2055,87.819
Saint Barthelemy,BLM,2056,87.921
Saint Barthelemy,BLM,2057,88.027
Saint Barthelemy,BLM,2058,88.133
Saint Barthelemy,BLM,2059,88.239
Saint Barthelemy,BLM,2060,88.352
Saint Barthelemy,BLM,2061,88.459
Saint Barthelemy,BLM,2062,88.566
Saint Barthelemy,BLM,2063,88.665
Saint Barthelemy,BLM,2064,88.774
Saint Barthelemy,BLM,2065,88.882
Saint Barthelemy,BLM,2066,88.989
Saint Barthelemy,BLM,2067,89.093
Saint Barthelemy,BLM,2068,89.193
Saint Barthelemy,BLM,2069,89.292
Saint Barthelemy,BLM,2070,89.387
Saint Barthelemy,BLM,2071,89.483
Saint Barthelemy,BLM,2072,89.577
Saint Barthelemy,BLM,2073,89.681
Saint Barthelemy,BLM,2074,89.781
Saint Barthelemy,BLM,2075,89.882
Saint Barthelemy,BLM,2076,89.988
Saint Barthelemy,BLM,2077,90.089
Saint Barthelemy,BLM,2078,90.186
Saint Barthelemy,BLM,2079,90.284
Saint Barthelemy,BLM,2080,90.38
Saint Barthelemy,BLM,2081,90.468
Saint Barthelemy,BLM,2082,90.572
Saint Barthelemy,BLM,2083,90.658
Saint Barthelemy,BLM,2084,90.75
Saint Barthelemy,BLM,2085,90.849
Saint Barthelemy,BLM,2086,90.948
Saint Barthelemy,BLM,2087,91.033
Saint Barthelemy,BLM,2088,91.127
Saint Barthelemy,BLM,2089,91.227
Saint Barthelemy,BLM,2090,91.32
Saint Barthelemy,BLM,2091,91.426
Saint Barthelemy,BLM,2092,91.519
Saint Barthelemy,BLM,2093,91.612
Saint Barthelemy,BLM,2094,91.709
Saint Barthelemy,BLM,2095,91.802
Saint Barthelemy,BLM,2096,91.901
Saint Barthelemy,BLM,2097,92.01
Saint Barthelemy,BLM,2098,92.11
Saint Barthelemy,BLM,2099,92.205
Saint Barthelemy,BLM,2100,92.311
Saint Helena,SHN,2024,76.954
Saint Helena,SHN,2025,77.126
Saint Helena,SHN,2026,77.295
Saint Helena,SHN,2027,77.461
Saint Helena,SHN,2028,77.643
Saint Helena,SHN,2029,77.82
Saint Helena,SHN,2030,78.004
Saint Helena,SHN,2031,78.178
Saint Helena,SHN,2032,78.351
Saint Helena,SHN,2033,78.522
Saint Helena,SHN,2034,78.697
Saint Helena,SHN,2035,78.873
Saint Helena,SHN,2036,79.057
Saint Helena,SHN,2037,79.226
Saint Helena,SHN,2038,79.394
Saint Helena,SHN,2039,79.559
Saint Helena,SHN,2040,79.72
Saint Helena,SHN,2041,79.879
Saint Helena,SHN,2042,80.043
Saint Helena,SHN,2043,80.205
Saint Helena,SHN,2044,80.364
Saint Helena,SHN,2045,80.523
Saint Helena,SHN,2046,80.68
Saint Helena,SHN,2047,80.828
Saint Helena,SHN,2048,80.978
Saint Helena,SHN,2049,81.124
Saint Helena,SHN,2050,81.275
Saint Helena,SHN,2051,81.421
Saint Helena,SHN,2052,81.565
Saint Helena,SHN,2053,81.715
Saint Helena,SHN,2054,81.854
Saint Helena,SHN,2055,81.998
Saint Helena,SHN,2056,82.14
Saint Helena,SHN,2057,82.283
Saint Helena,SHN,2058,82.421
Saint Helena,SHN,2059,82.559
Saint Helena,SHN,2060,82.692
Saint Helena,SHN,2061,82.824
Saint Helena,SHN,2062,82.96
Saint Helena,SHN,2063,83.087
Saint Helena,SHN,2064,83.216
Saint Helena,SHN,2065,83.341
Saint Helena,SHN,2066,83.467
Saint Helena,SHN,2067,83.592
Saint Helena,SHN,2068,83.709
Saint Helena,SHN,2069,83.834
Saint Helena,SHN,2070,83.95
Saint Helena,SHN,2071,84.077
Saint Helena,SHN,2072,84.201
Saint Helena,SHN,2073,84.319
Saint Helena,SHN,2074,84.44
Saint Helena,SHN,2075,84.552
Saint Helena,SHN,2076,84.665
Saint Helena,SHN,2077,84.781
Saint Helena,SHN,2078,84.908
Saint Helena,SHN,2079,85.037
Saint Helena,SHN,2080,85.166
Saint Helena,SHN,2081,85.289
Saint Helena,SHN,2082,85.402
Saint Helena,SHN,2083,85.524
Saint Helena,SHN,2084,85.641
Saint Helena,SHN,2085,85.757
Saint Helena,SHN,2086,85.877
Saint Helena,SHN,2087,86
Saint Helena,SHN,2088,86.129
Saint Helena,SHN,2089,86.259
Saint Helena,SHN,2090,86.384
Saint Helena,SHN,2091,86.505
Saint Helena,SHN,2092,86.62
Saint Helena,SHN,2093,86.734
Saint Helena,SHN,2094,86.849
Saint Helena,SHN,2095,86.962
Saint Helena,SHN,2096,87.085
Saint Helena,SHN,2097,87.195
Saint Helena,SHN,2098,87.305
Saint Helena,SHN,2099,87.423
Saint Helena,SHN,2100,87.535
Saint Kitts and Nevis,KNA,2024,72.281
Saint Kitts and Nevis,KNA,2025,72.425
Saint Kitts and Nevis,KNA,2026,72.584
Saint Kitts and Nevis,KNA,2027,72.728
Saint Kitts and Nevis,KNA,2028,72.878
Saint Kitts and Nevis,KNA,2029,73.031
Saint Kitts and Nevis,KNA,2030,73.177
Saint Kitts and Nevis,KNA,2031,73.326
Saint Kitts and Nevis,KNA,2032,73.477
Saint Kitts and Nevis,KNA,2033,73.628
Saint Kitts and Nevis,KNA,2034,73.781
Saint Kitts and Nevis,KNA,2035,73.933
Saint Kitts and Nevis,KNA,2036,74.079
Saint Kitts and Nevis,KNA,2037,74.221
Saint Kitts and Nevis,KNA,2038,74.376
Saint Kitts and Nevis,KNA,2039,74.529
Saint Kitts and Nevis,KNA,2040,74.681
Saint Kitts and Nevis,KNA,2041,74.83
Saint Kitts and Nevis,KNA,2042,74.97
Saint Kitts and Nevis,KNA,2043,75.117
Saint Kitts and Nevis,KNA,2044,75.261
Saint Kitts and Nevis,KNA,2045,75.41
Saint Kitts and Nevis,KNA,2046,75.555
Saint Kitts and Nevis,KNA,2047,75.716
Saint Kitts and Nevis,KNA,2048,75.864
Saint Kitts and Nevis,KNA,2049,76.015
Saint Kitts and Nevis,KNA,2050,76.159
Saint Kitts and Nevis,KNA,2051,76.308
Saint Kitts and Nevis,KNA,2052,76.463
Saint Kitts and Nevis,KNA,2053,76.615
Saint Kitts and Nevis,KNA,2054,76.761
Saint Kitts and Nevis,KNA,2055,76.892
Saint Kitts and Nevis,KNA,2056,77.031
Saint Kitts and Nevis,KNA,2057,77.176
Saint Kitts and Nevis,KNA,2058,77.321
Saint Kitts and Nevis,KNA,2059,77.468
Saint Kitts and Nevis,KNA,2060,77.618
Saint Kitts and Nevis,KNA,2061,77.767
Saint Kitts and Nevis,KNA,2062,77.909
Saint Kitts and Nevis,KNA,2063,78.056
Saint Kitts and Nevis,KNA,2064,78.198
Saint Kitts and Nevis,KNA,2065,78.335
Saint Kitts and Nevis,KNA,2066,78.487
Saint Kitts and Nevis,KNA,2067,78.628
Saint Kitts and Nevis,KNA,2068,78.775
Saint Kitts and Nevis,KNA,2069,78.917
Saint Kitts and Nevis,KNA,2070,79.046
Saint Kitts and Nevis,KNA,2071,79.184
Saint Kitts and Nevis,KNA,2072,79.329
Saint Kitts and Nevis,KNA,2073,79.471
Saint Kitts and Nevis,KNA,2074,79.607
Saint Kitts and Nevis,KNA,2075,79.743
Saint Kitts and Nevis,KNA,2076,79.879
Saint Kitts and Nevis,KNA,2077,80.027
Saint Kitts and Nevis,KNA,2078,80.171
Saint Kitts and Nevis,KNA,2079,80.307
Saint Kitts and Nevis,KNA,2080,80.444
Saint Kitts and Nevis,KNA,2081,80.579
Saint Kitts and Nevis,KNA,2082,80.711
Saint Kitts and Nevis,KNA,2083,80.845
Saint Kitts and Nevis,KNA,2084,80.979
Saint Kitts and Nevis,KNA,2085,81.101
Saint Kitts and Nevis,KNA,2086,81.236
Saint Kitts and Nevis,KNA,2087,81.371
Saint Kitts and Nevis,KNA,2088,81.507
Saint Kitts and Nevis,KNA,2089,81.637
Saint Kitts and Nevis,KNA,2090,81.761
Saint Kitts and Nevis,KNA,2091,81.881
Saint Kitts and Nevis,KNA,2092,82.019
Saint Kitts and Nevis,KNA,2093,82.149
Saint Kitts and Nevis,KNA,2094,82.274
Saint Kitts and Nevis,KNA,2095,82.394
Saint Kitts and Nevis,KNA,2096,82.522
